alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	t	t_std	precom	align	prune	trace	ed	h0	h0end
dijkstra	synthetic	3	10000	0.01			0.1817	0:00:00	3.04	7.38	0.46	0.68	0.00	0.00	0.00	0.00	ok	3	10000	9990	0.00	Zero	0	0	0	0		0	0	0	970396	976853	762500	0	0	0	0	97.69	54.94	1.41	0.00	53.95	0.00	0.99	91	0	0
dijkstra	synthetic	3	10000	0.02			0.9742	0:00:00	43.76	54.93	36.43	37.35	0.00	0.00	0.00	0.49	ok	3	10000	10000	0.00	Zero	0	0	0	0		0	0	0	2553644	2566511	1583458	0	0	0	0	256.63	317.15	31.09	0.00	316.17	0.00	0.99	180	0	0
dijkstra	synthetic	3	10000	0.04			2.4959	0:00:02	111.92	123.11	104.78	105.67	0.00	0.00	63.47	2.08	ok	3	10000	10004	0.00	Zero	0	0	0	0		0	0	0	5187505	5202081	2805052	0	0	0	0	520.00	824.39	18.29	0.00	823.22	0.00	1.18	344	0	0
dijkstra	synthetic	3	10000	0.06			4.5383	0:00:04	111.83	122.97	104.57	105.51	0.00	0.00	77.33	4.02	ok	3	10000	9985	0.00	Zero	0	0	0	0		0	0	0	7910553	7925454	4089216	0	0	0	0	792.55	1507.84	51.41	0.00	1506.53	0.00	1.32	526	0	0
dijkstra	synthetic	3	10000	0.08			5.8733	0:00:05	179.76	190.95	172.52	173.41	0.00	0.00	86.83	5.59	ok	3	10000	9986	0.00	Zero	0	0	0	0		0	0	0	10157399	10172416	5185327	0	0	0	0	1017.24	1950.15	31.15	0.00	1948.82	0.00	1.33	675	0	0
dijkstra	synthetic	3	10000	0.1			7.3436	0:00:07	232.00	259.21	224.69	225.66	0.00	0.00	83.85	6.63	ok	3	10000	9994	0.00	Zero	0	0	0	0		0	0	0	12576080	12591103	6364335	0	0	0	0	1259.11	2440.45	38.78	0.00	2439.03	0.00	1.42	855	0	0
dijkstra	synthetic	3	10000	0.12			9.0714	0:00:09	441.71	462.95	434.42	435.38	0.00	0.00	91.17	8.77	ok	3	10000	10033	0.00	Zero	0	0	0	0		0	0	0	15074397	15089441	7601366	0	0	0	0	1503.88	3016.14	110.04	0.00	3014.67	0.00	1.48	1002	0	0
dijkstra	synthetic	3	10000	0.14			11.0225	0:00:11	423.16	462.95	415.74	416.73	0.00	0.00	93.37	10.79	ok	3	10000	9984	0.00	Zero	0	0	0	0		0	0	0	17624654	17639716	8876435	0	0	0	0	1763.97	3666.49	88.11	0.00	3665.05	0.00	1.44	1159	0	0
dijkstra	synthetic	3	10000	0.16			12.0309	0:00:12	315.77	462.95	308.44	309.39	0.00	0.00	89.01	11.19	ok	3	10000	10006	0.00	Zero	0	0	0	0		0	0	0	19540182	19555232	9823469	0	0	0	0	1954.29	4002.62	72.61	0.00	4001.18	0.00	1.44	1292	0	0
dijkstra	synthetic	3	10000	0.18			13.0569	0:00:13	315.84	326.95	308.52	309.45	0.00	0.00	91.52	12.43	ok	3	10000	10002	0.00	Zero	0	0	0	0		0	0	0	21670992	21686110	10883469	0	0	0	0	2168.18	4344.62	24.21	0.00	4343.15	0.00	1.47	1440	0	0
dijkstra	synthetic	3	10000	0.2			14.4935	0:00:14	315.75	326.95	308.48	309.76	0.00	0.00	93.77	14.09	ok	3	10000	10007	0.00	Zero	0	0	0	0		0	0	0	23715195	23730327	11882037	0	0	0	0	2371.37	4823.22	59.03	0.00	4821.72	0.00	1.50	1571	0	0
dijkstra	synthetic	3	10000	0.22			15.3984	0:00:15	316.08	327.30	308.87	309.78	0.00	0.00	94.43	15.02	ok	3	10000	9983	0.00	Zero	0	0	0	0		0	0	0	25386806	25402073	12737888	0	0	0	0	2540.21	5123.36	197.07	0.00	5121.72	0.00	1.64	1678	0	0
dijkstra	synthetic	3	10000	0.24			16.5250	0:00:16	315.75	326.95	308.61	309.48	0.00	0.00	91.37	15.56	ok	3	10000	10015	0.00	Zero	0	0	0	0		0	0	0	27895300	27910590	13975263	0	0	0	0	2786.79	5495.87	176.66	0.00	5494.25	0.00	1.63	1812	0	0
dijkstra	synthetic	3	10000	0.26			19.1055	0:00:19	766.67	839.47	759.38	760.32	0.00	0.00	78.35	15.46	ok	3	10000	10011	0.00	Zero	0	0	0	0		0	0	0	29670190	29685509	14862327	0	0	0	0	2965.29	6360.88	308.66	0.00	6359.28	0.00	1.59	1930	0	0
dijkstra	synthetic	3	10000	0.28			20.0369	0:00:20	799.97	839.38	792.74	793.68	0.00	0.00	75.46	15.61	ok	3	10000	9987	0.00	Zero	0	0	0	0		0	0	0	31644993	31660276	15840660	0	0	0	0	3166.03	6671.92	237.52	0.00	6670.35	0.00	1.57	2059	0	0
dijkstra	synthetic	3	10000	0.3			21.2917	0:00:21	709.15	871.10	701.87	702.78	0.00	0.00	69.60	15.29	ok	3	10000	10028	0.00	Zero	0	0	0	0		0	0	0	33459813	33475145	16782690	0	0	0	0	3337.95	7089.32	70.20	0.00	7087.77	0.00	1.55	2164	0	0
dijkstra	synthetic	3	10000	0.32			22.6136	0:00:22	730.76	839.61	723.41	724.34	0.00	0.00	65.98	15.43	ok	3	10000	9990	0.00	Zero	0	0	0	0		0	0	0	35244656	35260068	17645956	0	0	0	0	3526.01	7530.17	133.67	0.00	7528.49	0.00	1.68	2297	0	0
dijkstra	synthetic	3	10000	0.34			23.9124	0:00:23	759.19	871.05	751.85	752.80	0.00	0.00	62.73	15.47	ok	3	10000	10022	0.00	Zero	0	0	0	0		0	0	0	37272621	37288104	18659788	0	0	0	0	3720.50	7963.15	62.78	0.00	7961.54	0.00	1.60	2407	0	0
dijkstra	synthetic	3	10000	0.36			24.5003	0:00:24	651.49	839.71	644.13	645.13	0.00	0.00	60.61	15.32	ok	3	10000	10040	0.00	Zero	0	0	0	0		0	0	0	38786499	38802098	19387397	0	0	0	0	3864.75	8159.02	292.61	0.00	8157.44	0.00	1.58	2506	0	0
dijkstra	synthetic	3	10000	0.38			25.4750	0:00:25	607.44	839.66	600.10	601.03	0.00	0.00	58.65	15.40	ok	3	10000	10027	0.00	Zero	0	0	0	0		0	0	0	40329773	40345354	20146308	0	0	0	0	4023.54	8483.82	254.72	0.00	8482.21	0.00	1.61	2588	0	0
cp-sh	synthetic	3	10000	0.01	0	11	0.0261	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9990	0.00	SH	11	0	1	0	Zero	909	829	829	10622	10891	9501	0	0	826	805	1.09	1.25	0.10	0.39	0.49	0.00	0.38	91	79	903
cp-csh	synthetic	3	10000	0.01	0	11	0.0266	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9990	0.00	CSH	11	0	1	0	Zero	909	833	833	10575	10834	9464	0	0	826	802	1.08	1.48	0.11	0.46	0.65	0.19	0.37	91	82	905
cp-sh+dt	synthetic	3	10000	0.01	0	11	0.0241	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9990	0.00	SH	11	0	1	0	Zero	909	829	829	10183	10513	9973	0	0	826	808	1.05	0.75	0.07	0.37	0.30	0.00	0.08	91	79	903
cp-csh+dt	synthetic	3	10000	0.01	0	11	0.0246	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9990	0.00	CSH	11	0	1	0	Zero	909	833	833	10176	10502	9971	0	0	826	806	1.05	0.97	0.09	0.45	0.43	0.18	0.09	91	82	905
cp-csh+gap	synthetic	3	10000	0.01	0	11	0.0258	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9990	0.00	CSH	11	0	1	0	Gap	909	833	830	10123	10308	9117	0	0	826	688	1.03	1.42	0.10	0.46	0.63	0.19	0.33	91	87	906
cp-csh+gap+dt	synthetic	3	10000	0.01	0	11	0.0245	0:00:00	3.02	7.38	0.41	0.62	0.00	0.00	0.00	0.00	ok	3	10000	9990	0.00	CSH	11	0	1	0	Gap	909	833	830	10037	10232	9937	0	0	826	688	1.02	0.99	0.08	0.48	0.43	0.19	0.09	91	87	906
cp-sh	synthetic	3	10000	0.02	0	11	0.0258	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10000	0.00	SH	11	0	1	0	Zero	909	757	757	11482	12059	10117	3	1	749	716	1.21	1.32	0.10	0.37	0.62	0.00	0.33	180	151	899
cp-csh	synthetic	3	10000	0.02	0	11	0.0264	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10000	0.00	CSH	11	0	1	0	Zero	909	759	759	11395	11953	10047	3	1	749	712	1.20	1.58	0.15	0.45	0.80	0.18	0.33	180	155	901
cp-sh+dt	synthetic	3	10000	0.02	0	11	0.0245	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10000	0.00	SH	11	0	1	0	Zero	909	757	757	10433	11136	9988	0	1	749	722	1.11	0.85	0.08	0.37	0.38	0.00	0.10	180	151	899
cp-csh+dt	synthetic	3	10000	0.02	0	11	0.0248	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10000	0.00	CSH	11	0	1	0	Zero	909	759	759	10414	11104	9983	0	1	749	718	1.11	1.07	0.09	0.44	0.53	0.17	0.10	180	155	901
cp-csh+gap	synthetic	3	10000	0.02	0	11	0.0270	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10000	0.00	CSH	11	0	1	0	Gap	909	759	757	10422	10821	9294	1	3	749	518	1.08	1.64	0.18	0.48	0.68	0.18	0.48	180	166	901
cp-csh+gap+dt	synthetic	3	10000	0.02	0	11	0.0248	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10000	0.00	CSH	11	0	1	0	Gap	909	759	757	10136	10565	9908	0	2	749	518	1.06	1.03	0.08	0.45	0.48	0.18	0.10	180	166	901
cp-sh	synthetic	3	10000	0.04	0	11	0.0267	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10004	0.00	SH	11	0	1	0	Zero	909	637	637	13092	14242	11136	8	12	629	583	1.42	1.71	0.12	0.37	0.81	0.00	0.54	344	272	901
cp-csh	synthetic	3	10000	0.04	0	11	0.0277	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10004	0.00	CSH	11	0	1	0	Zero	909	638	638	12950	14072	11027	8	10	629	579	1.41	1.97	0.16	0.41	1.04	0.16	0.52	344	276	902
cp-sh+dt	synthetic	3	10000	0.04	0	11	0.0248	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10004	0.00	SH	11	0	1	0	Zero	909	637	637	10948	12329	9999	0	6	629	591	1.23	1.03	0.08	0.35	0.56	0.00	0.11	344	272	900
cp-csh+dt	synthetic	3	10000	0.04	0	11	0.0257	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10004	0.00	CSH	11	0	1	0	Zero	909	638	638	10930	12295	9999	0	5	629	587	1.23	1.26	0.07	0.42	0.72	0.15	0.12	344	276	901
cp-csh+gap	synthetic	3	10000	0.04	0	11	0.0292	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10004	0.00	CSH	11	0	1	0	Gap	909	638	636	11371	12221	9869	4	37	629	306	1.22	1.70	0.14	0.44	0.88	0.16	0.37	344	294	902
cp-csh+gap+dt	synthetic	3	10000	0.04	0	11	0.0253	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10004	0.00	CSH	11	0	1	0	Gap	909	638	636	10415	11334	9856	0	31	629	306	1.13	1.19	0.07	0.41	0.67	0.20	0.12	344	294	902
cp-sh	synthetic	3	10000	0.06	0	11	0.0582	0:00:00	-	-	-	-	-	-	0.00	0	ok	3	10000	9985	0.00	SH	11	0	1	0	Zero	909	516	516	16577	18580	13450	27	135	504	446	1.86	2.00	0.07	0.34	1.24	0.00	0.42	526	392	895
cp-csh	synthetic	3	10000	0.06	0	11	0.0337	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9985	0.00	CSH	11	0	1	0	Zero	909	517	517	16358	18320	13281	27	131	504	442	1.83	2.32	0.05	0.39	1.50	0.15	0.42	526	397	897
cp-sh+dt	synthetic	3	10000	0.06	0	11	0.0323	0:00:00	3.03	7.38	0.07	0.45	0.00	0.00	0.00	0.00	ok	3	10000	9985	0.00	SH	11	0	1	0	Zero	909	516	516	11960	14224	10163	0	68	503	454	1.42	1.30	0.07	0.34	0.82	0.00	0.13	526	392	895
cp-csh+dt	synthetic	3	10000	0.06	0	11	0.0406	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9985	0.00	CSH	11	0	1	0	Zero	909	517	517	11919	14155	10153	0	66	503	450	1.42	1.49	0.07	0.37	0.97	0.14	0.14	526	397	896
cp-csh+gap	synthetic	3	10000	0.06	0	11	0.0292	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9985	0.00	CSH	11	0	1	0	Gap	909	517	515	14383	16003	11888	16	1296	503	160	1.60	2.17	0.01	0.39	1.39	0.15	0.39	526	422	897
cp-csh+gap+dt	synthetic	3	10000	0.06	0	11	0.0284	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9985	0.00	CSH	11	0	1	0	Gap	909	517	515	11223	12878	9946	0	875	503	160	1.29	1.47	0.08	0.40	0.93	0.14	0.14	526	422	897
cp-sh	synthetic	3	10000	0.08	0	11	0.0326	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9986	0.00	SH	11	0	1	0	Zero	909	451	451	28306	31833	20797	66	1503	437	368	3.18	3.63	0.51	0.33	2.81	0.00	0.49	675	458	894
cp-csh	synthetic	3	10000	0.08	0	11	0.0302	0:00:00	3.11	7.38	0.46	0.68	0.00	0.00	0.00	0.00	ok	3	10000	9986	0.00	CSH	11	0	1	0	Zero	909	452	452	27771	31244	20432	67	1544	437	364	3.12	3.84	0.35	0.36	3.02	0.17	0.46	675	462	896
cp-sh+dt	synthetic	3	10000	0.08	0	11	0.0235	0:00:00	3.11	7.38	0.47	0.69	0.00	0.00	0.00	0.00	ok	3	10000	9986	0.00	SH	11	0	1	0	Zero	909	451	451	14471	17729	10719	0	417	435	380	1.77	1.90	0.19	0.34	1.40	0.00	0.15	675	458	892
cp-csh+dt	synthetic	3	10000	0.08	0	11	0.0363	0:00:00	3.02	7.38	0.07	0.46	0.00	0.00	0.00	0.00	ok	3	10000	9986	0.00	CSH	11	0	1	0	Zero	909	452	452	14373	17596	10688	0	444	435	376	1.76	2.14	0.16	0.41	1.58	0.14	0.15	675	462	894
cp-csh+gap	synthetic	3	10000	0.08	0	11	0.0346	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9986	0.00	CSH	11	0	1	0	Gap	909	452	450	25776	28940	19148	50	10075	437	101	2.89	4.39	0.41	0.36	3.60	0.17	0.43	675	492	896
cp-csh+gap+dt	synthetic	3	10000	0.08	0	11	0.0290	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9986	0.00	CSH	11	0	1	0	Gap	909	452	450	13657	16266	10461	0	4479	436	101	1.63	2.41	0.15	0.36	1.90	0.15	0.14	675	492	895
cp-sh	synthetic	3	10000	0.1	0	11	0.0741	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9994	0.00	SH	11	0	1	0	Zero	909	359	359	109613	118316	65162	358	26120	347	272	11.83	17.30	3.48	0.35	16.34	0.00	0.62	855	550	897
cp-csh	synthetic	3	10000	0.1	0	11	0.0806	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9994	0.00	CSH	11	0	1	0	Zero	909	360	360	105712	114155	62997	345	26469	347	267	11.42	19.42	4.95	0.34	18.46	0.38	0.63	855	556	900
cp-sh+dt	synthetic	3	10000	0.1	0	11	0.0362	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9994	0.00	SH	11	0	1	0	Zero	909	359	359	26518	32804	13558	0	5136	340	282	3.28	4.71	0.34	0.33	4.24	0.00	0.14	855	550	890
cp-csh+dt	synthetic	3	10000	0.1	0	11	0.0372	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9994	0.00	CSH	11	0	1	0	Zero	909	360	360	26003	32145	13432	0	5045	340	277	3.21	5.11	0.48	0.33	4.63	0.19	0.14	855	556	893
cp-csh+gap	synthetic	3	10000	0.1	0	11	0.0923	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9994	0.00	CSH	11	0	1	0	Gap	909	360	357	101225	109498	60724	329	76844	348	39	10.95	23.32	4.92	0.34	22.39	0.38	0.59	855	585	901
cp-csh+gap+dt	synthetic	3	10000	0.1	0	11	0.0413	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	9994	0.00	CSH	11	0	1	0	Gap	909	360	357	24796	30063	13094	0	18988	341	39	3.01	6.33	0.58	0.34	5.84	0.20	0.15	855	585	895
cp-sh	synthetic	3	10000	0.12	0	11	1.1266	0:00:01	51.96	63.22	44.72	45.67	0.00	0.00	46.13	1.00	ok	3	10000	10033	0.00	SH	11	0	1	0	Zero	909	299	299	1626759	1661514	782764	6550	318414	297	220	165.59	367.94	63.70	0.30	366.51	0.00	1.13	1002	609	905
cp-csh	synthetic	3	10000	0.12	0	11	1.2635	0:00:01	52.13	63.57	45.16	46.06	0.00	0.00	40.34	0.99	ok	3	10000	10033	0.00	CSH	11	0	1	0	Zero	909	301	301	1614267	1649021	776954	6600	317532	297	216	164.35	413.58	67.95	0.32	412.04	5.05	1.21	1002	616	906
cp-sh+dt	synthetic	3	10000	0.12	0	11	0.1586	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10033	0.00	SH	11	0	1	0	Zero	909	299	299	192296	232554	54868	0	28500	281	230	23.18	45.25	4.19	0.30	44.73	0.00	0.23	1002	609	889
cp-csh+dt	synthetic	3	10000	0.12	0	11	0.1697	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10033	0.00	CSH	11	0	1	0	Zero	909	301	301	188641	228221	53950	0	30217	281	225	22.75	49.08	6.84	0.32	48.50	0.92	0.26	1002	616	891
cp-csh+gap	synthetic	3	10000	0.12	0	11	1.4232	0:00:01	31.04	42.28	23.82	24.73	0.00	0.00	35.84	1.01	ok	3	10000	10033	0.00	CSH	11	0	1	0	Gap	909	301	298	1582473	1616979	762154	6308	687129	297	22	161.16	465.43	76.01	0.33	463.95	5.29	1.15	1002	637	908
cp-csh+gap+dt	synthetic	3	10000	0.12	0	11	0.1889	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	3	10000	10033	0.00	CSH	11	0	1	0	Gap	909	301	298	183143	218936	52561	0	83505	281	22	21.82	55.50	7.74	0.35	54.91	0.98	0.24	1002	637	893
