alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	t	t_std	precom	align	prune	trace	ed	h0	h0end
dijkstra	synthetic	10000	10000	0.0			3.1919	0:00:03	9.82	20.99	2.50	3.14	0.00	0.00	66.37	2.62	ok	10000	10000	10000	0.00	Zero	0	0	0	0		0	0	0	10001	10001	9999	0	0	0	0	1.00	0.31	0.29	0.00	0.05	0.00	0.26	0	0	0
dijkstra	synthetic	10000	10000	0.01			200.1843	0:03:20	27.18	38.31	19.86	20.66	0.00	0.00	96.99	194.66	ok	1588	10000	9999	0.00	Zero	0	0	0	0		0	0	0	993648	1000267	779953	0	0	0	0	100.03	125.98	18.23	0.00	124.26	0.00	1.72	91	0	0
dijkstra	synthetic	10000	10000	0.02			200.1068	0:03:20	78.10	89.18	70.87	72.51	0.00	0.00	97.09	194.78	ok	287	10000	9999	0.00	Zero	0	0	0	0		0	0	0	2522979	2535742	1564709	0	0	0	0	253.57	697.03	68.37	0.00	694.68	0.00	2.35	180	0	0
dijkstra	synthetic	10000	10000	0.04			201.9877	0:03:21	127.02	157.12	121.08	121.73	0.00	0.00	96.52	195.44	ok	100	10000	10000	0.00	Zero	0	0	0	0		0	0	0	5342385	5357063	2864781	0	0	0	0	535.70	2019.29	91.16	0.00	2016.55	0.00	2.74	354	0	0
dijkstra	synthetic	10000	10000	0.06			200.4635	0:03:20	180.25	258.85	173.06	173.70	0.00	0.00	97.11	195.19	ok	58	10000	9997	0.00	Zero	0	0	0	0		0	0	0	7959949	7974849	4114117	0	0	0	0	797.48	3455.14	183.39	0.00	3452.06	0.00	3.08	524	0	0
dijkstra	synthetic	10000	10000	0.08			204.3032	0:03:24	212.72	258.98	206.63	207.28	0.00	0.00	95.19	194.96	ok	44	10000	10002	0.00	Zero	0	0	0	0		0	0	0	10380810	10395756	5296234	0	0	0	0	1039.34	4641.97	125.95	0.00	4638.80	0.00	3.16	689	0	0
dijkstra	synthetic	10000	10000	0.1			201.0759	0:03:21	180.21	227.25	172.89	173.58	0.00	0.00	96.88	195.24	ok	35	10000	9998	0.00	Zero	0	0	0	0		0	0	0	12840283	12855273	6501702	0	0	0	0	1285.53	5743.51	168.13	0.00	5740.20	0.00	3.31	846	0	0
dijkstra	synthetic	10000	10000	0.12			206.8616	0:03:26	380.87	462.87	375.13	375.81	0.00	0.00	93.88	194.73	ok	28	10000	10000	0.00	Zero	0	0	0	0		0	0	0	15201548	15216569	7674393	0	0	0	0	1521.65	7386.18	364.99	0.00	7382.78	0.00	3.40	1001	0	0
dijkstra	synthetic	10000	10000	0.14			200.0978	0:03:20	316.00	462.87	308.46	309.15	0.00	0.00	97.26	195.12	ok	23	10000	10007	0.00	Zero	0	0	0	0		0	0	0	17425697	17440775	8774463	0	0	0	0	1742.70	8697.72	198.66	0.00	8694.07	0.00	3.65	1150	0	0
dijkstra	synthetic	10000	10000	0.16			200.5868	0:03:20	332.47	431.34	326.00	326.67	0.00	0.00	97.30	195.70	ok	21	10000	10006	0.00	Zero	0	0	0	0		0	0	0	19618170	19633275	9872563	0	0	0	0	1961.97	9549.05	320.55	0.00	9545.58	0.00	3.46	1297	0	0
dijkstra	synthetic	10000	10000	0.18			203.5923	0:03:23	316.11	431.34	308.69	309.37	0.00	0.00	95.74	195.42	ok	19	10000	9997	0.00	Zero	0	0	0	0		0	0	0	21707116	21722231	10907689	0	0	0	0	2172.22	10712.41	169.84	0.00	10708.86	0.00	3.55	1431	0	0
dijkstra	synthetic	10000	10000	0.2			201.5861	0:03:21	340.21	463.23	308.52	309.19	0.00	0.00	96.64	195.37	ok	17	10000	10008	0.00	Zero	0	0	0	0		0	0	0	23779329	23794532	11931592	0	0	0	0	2377.48	11854.25	227.69	0.00	11850.61	0.00	3.64	1564	0	0
dijkstra	synthetic	10000	10000	0.22			206.6119	0:03:26	359.09	431.34	352.54	353.33	0.00	0.00	94.05	194.84	ok	16	10000	10002	0.00	Zero	0	0	0	0		0	0	0	25999590	26014786	13033406	0	0	0	0	2600.83	12909.78	258.32	0.00	12906.04	0.00	3.74	1705	0	0
dijkstra	synthetic	10000	10000	0.24			213.2401	0:03:33	369.71	462.87	363.90	364.55	0.00	0.00	91.57	195.77	ok	15	10000	9995	0.00	Zero	0	0	0	0		0	0	0	27884285	27899533	13980521	0	0	0	0	2789.95	14212.69	555.63	0.00	14208.69	0.00	4.00	1832	0	0
dijkstra	synthetic	10000	10000	0.26			205.6539	0:03:25	848.32	871.04	843.73	844.38	0.00	0.00	94.72	195.32	ok	13	10000	9985	0.00	Zero	0	0	0	0		0	0	0	29708673	29723951	14893588	0	0	0	0	2972.40	15815.82	791.22	0.00	15811.68	0.00	4.14	1945	0	0
dijkstra	synthetic	10000	10000	0.28			209.0645	0:03:29	639.31	839.34	633.09	633.74	0.00	0.00	92.94	194.82	ok	12	10000	10025	0.00	Zero	0	0	0	0		0	0	0	31811732	31827085	15943546	0	0	0	0	3174.67	17417.15	275.51	0.00	17412.96	0.00	4.19	2068	0	0
dijkstra	synthetic	10000	10000	0.3			216.4939	0:03:36	697.27	839.58	691.69	692.32	0.00	0.00	90.33	196.06	ok	12	10000	10004	0.00	Zero	0	0	0	0		0	0	0	33485728	33501134	16783342	0	0	0	0	3348.75	18036.47	257.85	0.00	18032.44	0.00	4.02	2181	0	0
dijkstra	synthetic	10000	10000	0.32			211.6680	0:03:31	753.79	839.44	749.86	750.52	0.00	0.00	92.11	195.47	ok	11	10000	9981	0.00	Zero	0	0	0	0		0	0	0	35260515	35275910	17663473	0	0	0	0	3527.59	19237.45	418.15	0.00	19233.29	0.00	4.16	2292	0	0
